source,record_key,doi,first_author,year,title,abstract,url,query
openalex,shi2016,10.1038/srep20197,Shi,2016,Ocean acidification increases cadmium accumulation in marine bivalves: a potential threat to seafood safety,"To date, the effects of ocean acidification on toxic metals accumulation and the underlying molecular mechanism remains unknown in marine bivalve species. In the present study, the effects of the realistic future ocean pCO2 levels on the cadmium (Cd) accumulation in the gills, mantle and adductor muscles of three bivalve species, Mytilus edulis, Tegillarca granosa, and Meretrix meretrix, were investigated. The results obtained suggested that all species tested accumulated significantly higher Cd (p < 0.05) in the CO2 acidified seawater during the 30 days experiment and the health risk of Cd (based on the estimated target hazard quotients, THQ) via consumption of M. meretrix at pH 7.8 and 7.4 significantly increased 1.21 and 1.32 times respectively, suggesting a potential threat to seafood safety. The ocean acidification-induced increase in Cd accumulation may have occurred due to (i) the ocean acidification increased the concentration of Cd and the Cd(2+)/Ca(2+) in the seawater, which in turn increased the Cd influx through Ca channel; (ii) the acidified seawater may have brought about epithelia damage, resulting in easier Cd penetration; and (iii) ocean acidification hampered Cd e",https://doi.org/10.1038/srep20197,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,okazaki1975,10.1093/icb/15.3.567,Okazaki,1975,Spicule Formation by Isolated Micromeres of the Sea Urchin Embryo,"Micromeres are isolated at the 16-cell stage from three species of Japanese sea urchins, Hemicentrotus pulcherrimus, Pseudocentrotus depressus, and Anthocidaris crassispina, and are cultured in sea water containing a small amount of horse serum. In all species used, isolated micromeres first divide unequally as they do in vivo. The pattern and number of the subsequent cleavages are also the same as in vivo, although they are not necessarily clear in all cases, since the border of the adjacent cells become invisible at each resting stage in some batches of embryos. After cleavage, passing through the stage when the contours of the individual cell are obscure, decendants of the isolated micromeres form cell aggregates similar to the group of primary mesenchyme cells in a blastula. Within such aggregates, a spicular rudiment appears which develops either into a triradiate spicule as in normal gastrulae or into a rod. The triradiate spicule grows into a three-dimensional skeleton which is very similar to the normal pluteus skeleton, not only in its final shape and size including species-specific characters but in its developmental course and crystallographic nature. The rod, on the oth",https://doi.org/10.1093/icb/15.3.567,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,ipcc2022,10.1017/9781009157964.007,(IPCC),2022,"Changing Ocean, Marine Ecosystems, and Dependent Communities",,https://doi.org/10.1017/9781009157964.007,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,miya2015,10.1098/rsos.150088,Miya,2015,"MiFish, a set of universal PCR primers for metabarcoding environmental DNA from fishes: detection of more than 230 subtropical marine species","We developed a set of universal PCR primers (MiFish-U/E) for metabarcoding environmental DNA (eDNA) from fishes. Primers were designed using aligned whole mitochondrial genome (mitogenome) sequences from 880 species, supplemented by partial mitogenome sequences from 160 elasmobranchs (sharks and rays). The primers target a hypervariable region of the 12S rRNA gene (163-185 bp), which contains sufficient information to identify fishes to taxonomic family, genus and species except for some closely related congeners. To test versatility of the primers across a diverse range of fishes, we sampled eDNA from four tanks in the Okinawa Churaumi Aquarium with known species compositions, prepared dual-indexed libraries and performed paired-end sequencing of the region using high-throughput next-generation sequencing technologies. Out of the 180 marine fish species contained in the four tanks with reference sequences in a custom database, we detected 168 species (93.3%) distributed across 59 families and 123 genera. These fishes are not only taxonomically diverse, ranging from sharks and rays to higher teleosts, but are also greatly varied in their ecology, including both pelagic and benthic ",https://doi.org/10.1098/rsos.150088,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,espinosa2011,10.1038/ncomms1172,Espinosa,2011,Tablet-level origin of toughening in abalone shells and translation to synthetic composite materials,,https://doi.org/10.1038/ncomms1172,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,kelly2013,10.1111/gcb.12251,Kelly,2013,Natural variation and the capacity to adapt to ocean acidification in the keystone sea urchin <i><scp>S</scp>trongylocentrotus purpuratus</i>,"A rapidly growing body of literature documents the potential negative effects of CO2 -driven ocean acidification (OA) on marine organisms. However, nearly all this work has focused on the effects of future conditions on modern populations, neglecting the role of adaptation. Rapid evolution can alter demographic responses to environmental change, ultimately affecting the likelihood of population persistence, but the capacity for adaptation will differ among populations and species. Here, we measure the capacity of the ecologically important purple sea urchin Strongylocentrotus purpuratus to adapt to OA, using a breeding experiment to estimate additive genetic variance for larval size (an important component of fitness) under future high-pCO2 /low-pH conditions. Although larvae reared under future conditions were smaller than those reared under present-day conditions, we show that there is also abundant genetic variation for body size under elevated pCO2 , indicating that this trait can evolve. The observed heritability of size was 0.40 ± 0.32 (95% CI) under low pCO2 , and 0.50 ± 0.30 under high-pCO2 conditions. Accounting for the observed genetic variation in models of future larval",https://doi.org/10.1111/gcb.12251,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,miller2012,10.1038/nclimate1599,Miller,2012,Parental environment mediates impacts of increased carbon dioxide on a coral reef fish,,https://doi.org/10.1038/nclimate1599,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,zenger2019,10.3389/fgene.2018.00693,Zenger,2019,"Genomic Selection in Aquaculture: Application, Limitations and Opportunities With Special Reference to Marine Shrimp and Pearl Oysters","Within aquaculture industries, selection based on genomic information (genomic selection) has the profound potential to change genetic improvement programs and production systems. Genomic selection exploits the use of realized genomic relationships among individuals, and information from genome-wide markers in close linkage disequilibrium with genes of biological and economic importance. We discuss the technical advances, practical requirements and commercial applications that have made genomic selection feasible in a range of aquaculture industries, with a particular focus on molluscs (pearl oysters, Pinctada maxima) and marine shrimp (Litopeneaus vannamei and Penaeus monodon). The use of low-cost genome sequencing has enabled cost-effective genotyping on a large-scale and is of particular value for species without a reference genome or access to commercial genotyping arrays. We highlight the pitfalls and offer solutions to the genotyping by sequencing approach, and the building of appropriate genetic resources to undertake genomic selection from first-hand experience. We describe the potential to capture large-scale commercial phenotypes based on image analysis and artificial int",https://doi.org/10.3389/fgene.2018.00693,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,pomeroy2001,10.3354/ame023187,Pomeroy,2001,Temperature and substrates as interactive limiting factors for marine heterotrophic bacteria,"Active heterotrophic bacterial communities exist in all marine environments, and although their growth rates or respiratory rates may be limited by the interaction of low substrate concentrations with temperatures near their lower limit for growth, temperature and substrate concentrations are rarely considered together as limiting factors. Moreover, attempts to evaluate metabolic limits by both temperature and substrate concentration have sometimes led to confusing conclusions, because, while we can measure dissolved organic carbon (DOC) concentrations in natural waters, much of it is not readily available to heterotrophic bacteria. In spite of this procedural limitation, it can be helpful to regard temperature and substrate concentration as potential limiting factors that interact. In temperate ocean surface waters and estuarine waters, where bacterial growth is often reduced in winter, growth and respiration may be increased experimentally either by raising the temperature or by increasing organic substrate concentrations, providing indirect evidence that the limitation is an effect of temperature on substrate uptake or assimilation. Experimental work with bacterial isolates also",https://doi.org/10.3354/ame023187,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,zhang2015,10.1146/annurev-animal-022114-110903,Zhang,2015,Molecular Basis for Adaptation of Oysters to Stressful Marine Intertidal Environments,"Oysters that occupy estuarine and intertidal habitats have well-developed stress tolerance mechanisms to tolerate harsh and dynamically changing environments. In this review, we summarize common pathways and genomic features in oyster that are responsive to environmental stressors such as temperature, salinity, hypoxia, air exposure, pathogens, and anthropogenic pollutions. We first introduce the key genes involved in several pathways, which constitute the molecular basis for adaptation to stress. We use genome analysis to highlight the strong cellular homeostasis system, a unique adaptive characteristic of oysters. Next, we provide a global view of features of the oyster genome that contribute to stress adaptation, including oyster-specific gene expansion, highly inducible expression, and functional divergence. Finally, we review the consequences of interactions between oysters and the environment from ecological and evolutionary perspectives by discussing mass mortality and adaptive divergence among populations and related species of the genus Crassostrea. We conclude with prospects for future study.",https://doi.org/10.1146/annurev-animal-022114-110903,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,takahashi1993,10.1029/93gb02263,Takahashi,1993,Seasonal variation of CO <sub>2</sub> and nutrients in the high‐latitude surface oceans: A comparative study,"Seasonal data for pCO 2 and the concentrations of CO 2 and nutrients in high‐latitude surface oceans obtained by the Lamont‐Doherty CO 2 group and Marine Research Institute, Reykjavik, are presented and analyzed. The seasonal progression and relationships between these properties are described, and their inter‐ocean variation is compared. Spring phytoplankton blooms in the surface water of the North Atlantic Ocean and Iceland Sea caused a precipitous reduction of surface water pCO 2 and the concentrations of CO 2 and nutrients within two weeks, and proceeded until the nutrient salts were exhausted. This type of seasonal behavior is limited to the high‐latitude (north of approximately 40°N) North Atlantic Ocean and adjoining seas. In contrast, seasonal changes in CO 2 and nutrients were more gradual in the North Pacific and the nutrients were only partially consumed in the surface waters of the subarctic North Pacific Ocean and Southern Ocean. The magnitude of seasonal changes in nutrient concentrations in the North Pacific and Southern Oceans was similar to that observed in the North Atlantic and adjoining seas. In the subpolar and polar waters of the North and South Atlantic and N",https://doi.org/10.1029/93gb02263,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,buck2017,10.1007/978-3-319-51159-7,Buck,2017,Aquaculture Perspective of Multi-Use Sites in the Open Ocean,"This book is open access under a CC BY 4.0 license. This volume addresses the potential for combining large-scale marine aquaculture of macroalgae, molluscs, crustaceans, and finfish, with offshore st",https://doi.org/10.1007/978-3-319-51159-7,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,howells2013,10.1890/12-1257.1,Howells,2013,Historical thermal regimes define limits to coral acclimatization,"Knowledge of the degree to which corals undergo physiological acclimatization or genetic adaptation in response to changes in their thermal environment is crucial to the success of coral reef conservation strategies. The potential of corals to acclimatize to temperatures exceeding historical thermal regimes was investigated by reciprocal transplantation of Acropora millepora colonies between the warm central and cool southern regions of the Great Barrier Reef (GBR) for a duration of 14 months. Colony fragments retained at native sites remained healthy, whereas transplanted fragments, although healthy over initial months when temperatures remained within native thermal regimes, subsequently bleached and suffered mortality during seasonal temperature extremes. Corals hosting Symbiodinium D transplanted to the southern GBR bleached in winter and the majority suffered whole (40%; n=20 colonies) or partial (50%) mortality at temperatures 1.1 degrees C below their 15-year native minimum. In contrast, corals hosting Symbiodinium C2 transplanted to the central GBR bleached in summer and suffered whole (50%; n=10 colonies) or partial (42%) mortality at temperatures 2.5 degrees C above their",https://doi.org/10.1890/12-1257.1,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,todd2019,10.1111/oik.05946,Todd,2019,"Towards an urban marine ecology: characterizing the drivers, patterns and processes of marine ecosystems in coastal cities","Human population density within 100 km of the sea is approximately three times higher than the global average. People in this zone are concentrated in coastal cities that are hubs for transport and trade – which transform the marine environment. Here, we review the impacts of three interacting drivers of marine urbanization (resource exploitation, pollution pathways and ocean sprawl) and discuss key characteristics that are symptomatic of urban marine ecosystems. Current evidence suggests these systems comprise spatially heterogeneous mosaics with respect to artificial structures, pollutants and community composition, while also undergoing biotic homogenization over time. Urban marine ecosystem dynamics are often influenced by several commonly observed patterns and processes, including the loss of foundation species, changes in biodiversity and productivity, and the establishment of ruderal species, synanthropes and novel assemblages. We discuss potential urban acclimatization and adaptation among marine taxa, interactive effects of climate change and marine urbanization, and ecological engineering strategies for enhancing urban marine ecosystems. By assimilating research findings ",https://doi.org/10.1111/oik.05946,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,syvitski2006,10.1086/509246,Syvitski,2006,"Geology, Geography, and Humans Battle for Dominance over the Delivery of Fluvial Sediment to the Coastal Ocean","Sediment flux to the coastal zone is conditioned by geomorphic and tectonic influences (basin area and relief), geography (temperature, runoff), geology (lithology, ice cover), and human activities (reservoir trapping, soil erosion). A new model, termed “BQART” in recognition of those factors, accounts for these varied influences. When applied to a database of 488 rivers, the BQART model showed no ensemble over‐ or underprediction, had a bias of just 3% across six orders of magnitude in observational values, and accounted for 96% of the between‐river variation in the long‐term (±30 years) sediment load or yield of these rivers. The geographical range of the 488 rivers covers 63% of the global land surface and is highly representative of global geology, climate, and socioeconomic conditions. Based strictly on geological parameters (basin area, relief, lithology, ice erosion), 65% of the between‐river sediment load is explained. Climatic factors (precipitation and temperature) account for an additional 14% of the variability in global patterns in load. Anthropogenic factors account for an additional 16% of the between‐river loads, although with ever more dams being constructed or dec",https://doi.org/10.1086/509246,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,ellis2002,10.1016/s0022-0981(01)00355-0,Ellis,2002,"Determining effects of suspended sediment on condition of a suspension feeding bivalve (Atrina zelandica): results of a survey, a laboratory experiment and a field transplant experiment",,https://doi.org/10.1016/s0022-0981(01)00355-0,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,laws2000,10.1029/1999gb001229,Laws,2000,Temperature effects on export production in the open ocean,"A pelagic food web model was formulated with the goal of developing a quantitative understanding of the relationship between total production, export production, and environmental variables in marine ecosystems. The model assumes that primary production is partitioned through both large and small phytoplankton and that the food web adjusts to changes in the rate of allochthonous nutrient inputs in a way that maximizes stability, i.e., the ability of the system to return to steady state following a perturbation. The results of the modeling exercise indicate that ef ratios, defined as new production/total production = export production/total production, are relatively insensitive to total production rates at temperatures greater than ∼25°C and lie in the range 0.1‐0.2. At moderate to high total production rates, ef ratios are insensitive to total production and negatively correlated with temperature. The maximum ef ratios are ∼0.67 at high rates of production and temperatures of 0°−10°C. At temperatures less than ∼20°C, there is a transition from low ef ratios to relatively high ef ratios as total production increases from low to moderate values. This transition accounts for the hype",https://doi.org/10.1029/1999gb001229,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,ziegler2017,10.1038/ncomms14213,Ziegler,2017,Bacterial community dynamics are linked to patterns of coral heat tolerance,"Ocean warming threatens corals and the coral reef ecosystem. Nevertheless, corals can be adapted to their thermal environment and inherit heat tolerance across generations. In addition, the diverse microbes that associate with corals have the capacity for more rapid change, potentially aiding the adaptation of long-lived corals. Here, we show that the microbiome of reef corals is different across thermally variable habitats and changes over time when corals are reciprocally transplanted. Exposing these corals to thermal bleaching conditions changes the microbiome for heat-sensitive corals, but not for heat-tolerant corals growing in habitats with natural high heat extremes. Importantly, particular bacterial taxa predict the coral host response in a short-term heat stress experiment. Such associations could result from parallel responses of the coral and the microbial community to living at high natural temperatures. A competing hypothesis is that the microbial community and coral heat tolerance are causally linked.",https://doi.org/10.1038/ncomms14213,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,lowe2014,10.1146/annurev-marine-010814-015834,Lowe,2014,Oceanic Forcing of Coral Reefs,"Although the oceans play a fundamental role in shaping the distribution and function of coral reefs worldwide, a modern understanding of the complex interactions between ocean and reef processes is still only emerging. These dynamics are especially challenging owing to both the broad range of spatial scales (less than a meter to hundreds of kilometers) and the complex physical and biological feedbacks involved. Here, we review recent advances in our understanding of these processes, ranging from the small-scale mechanics of flow around coral communities and their influence on nutrient exchange to larger, reef-scale patterns of wave- and tide-driven circulation and their effects on reef water quality and perceived rates of metabolism. We also examine regional-scale drivers of reefs such as coastal upwelling, internal waves, and extreme disturbances such as cyclones. Our goal is to show how a wide range of ocean-driven processes ultimately shape the growth and metabolism of coral reefs.",https://doi.org/10.1146/annurev-marine-010814-015834,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,veron2009,10.1016/j.marpolbul.2009.09.009,Veron,2009,The coral reef crisis: The critical importance of&lt;350ppm CO2,"Temperature-induced mass coral bleaching causing mortality on a wide geographic scale started when atmospheric CO(2) levels exceeded approximately 320 ppm. When CO(2) levels reached approximately 340 ppm, sporadic but highly destructive mass bleaching occurred in most reefs world-wide, often associated with El Niño events. Recovery was dependent on the vulnerability of individual reef areas and on the reef's previous history and resilience. At today's level of approximately 387 ppm, allowing a lag-time of 10 years for sea temperatures to respond, most reefs world-wide are committed to an irreversible decline. Mass bleaching will in future become annual, departing from the 4 to 7 years return-time of El Niño events. Bleaching will be exacerbated by the effects of degraded water-quality and increased severe weather events. In addition, the progressive onset of ocean acidification will cause reduction of coral growth and retardation of the growth of high magnesium calcite-secreting coralline algae. If CO(2) levels are allowed to reach 450 ppm (due to occur by 2030-2040 at the current rates), reefs will be in rapid and terminal decline world-wide from multiple synergies arising from ma",https://doi.org/10.1016/j.marpolbul.2009.09.009,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,peixoto2017,10.3389/fmicb.2017.00341,Peixoto,2017,Beneficial Microorganisms for Corals (BMC): Proposed Mechanisms for Coral Health and Resilience,"The symbiotic association between the coral animal and its endosymbiotic dinoflagellate partner Symbiodinium is central to the success of corals. However, an array of other microorganisms associated with coral (i.e., Bacteria, Archaea, Fungi and viruses) have a complex and intricate role in maintaining homeostasis between corals and Symbiodinium. Corals are sensitive to shifts in the surrounding environmental conditions. One of the most widely reported responses of coral to stressful environmental conditions is bleaching. During this event, corals expel Symbiodinium cells from their gastrodermal tissues upon experiencing extended seawater temperatures above their thermal threshold. An array of other environmental stressors can also destabilize the coral microbiome, resulting in compromised health of the host, which may include disease and mortality in the worst scenario. However, the exact mechanisms by which the coral microbiome supports coral health and increases resilience are poorly understood. Earlier studies of coral microbiology proposed a coral probiotic hypothesis, wherein a dynamic relationship exists between corals and their symbiotic microorganisms, selecting for the co",https://doi.org/10.3389/fmicb.2017.00341,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,selig2010,10.1371/journal.pone.0009278,Selig,2010,A Global Analysis of the Effectiveness of Marine Protected Areas in Preventing Coral Loss,"BACKGROUND: A variety of human activities have led to the recent global decline of reef-building corals. The ecological, social, and economic value of coral reefs has made them an international conservation priority. The success of Marine Protected Areas (MPAs) in restoring fish populations has led to optimism that they could also benefit corals by indirectly reducing threats like overfishing, which cause coral degradation and mortality. However, the general efficacy of MPAs in increasing coral reef resilience has never been tested. METHODOLOGY/PRINCIPAL FINDINGS: We compiled a global database of 8534 live coral cover surveys from 1969-2006 to compare annual changes in coral cover inside 310 MPAs to unprotected areas. We found that on average, coral cover within MPAs remained constant, while coral cover on unprotected reefs declined. Although the short-term differences between unprotected and protected reefs are modest, they could be significant over the long-term if the effects are temporally consistent. Our results also suggest that older MPAs were generally more effective in preventing coral loss. Initially, coral cover continued to decrease after MPA establishment. Several year",https://doi.org/10.1371/journal.pone.0009278,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,berdalet2015,10.1017/s0025315415001733,Berdalet,2015,"Marine harmful algal blooms, human health and wellbeing: challenges and opportunities in the 21st century","Microalgal blooms are a natural part of the seasonal cycle of photosynthetic organisms in marine ecosystems. They are key components of the structure and dynamics of the oceans and thus sustain the benefits that humans obtain from these aquatic environments. However, some microalgal blooms can cause harm to humans and other organisms. These harmful algal blooms (HABs) have direct impacts on human health and negative influences on human wellbeing, mainly through their consequences to coastal ecosystem services (fisheries, tourism and recreation) and other marine organisms and environments. HABs are natural phenomena, but these events can be favoured by anthropogenic pressures in coastal areas. Global warming and associated changes in the oceans could affect HAB occurrences and toxicity as well, although forecasting the possible trends is still speculative and requires intensive multidisciplinary research. At the beginning of the 21st century, with expanding human populations, particularly in coastal and developing countries, mitigating HABs impacts on human health and wellbeing is becoming a more pressing public health need. The available tools to address this global challenge inclu",https://doi.org/10.1017/s0025315415001733,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
openalex,masanja2023,10.3389/fmars.2023.1159261,Masanja,2023,Impacts of marine heat extremes on bivalves,"As the global ocean continues to experience the consequences of an increase in the frequency and intensity of heat waves, the trend is expected to persist into the 21st century, with a projected tripling of heat waves by 2040. This phenomenon poses a significant threat to marine ecosystems and the survival of marine organisms, including the ecologically and economically vital bivalves. Bivalves are vulnerable to harm from heat stress at various levels of biological organization, and their growth can be negatively impacted by high temperatures, potentially leading to mass mortalities and posing a threat to ecosystem quality and food security. In light of these concerns, this review aims to provide a comprehensive examination of the effects of heat stress on bivalves. It summarizes the physiological and biochemical changes that bivalves undergo in response to extreme heat events and offers an overview of the strategies they employ to mitigate their impacts. A better understanding of the underlying mechanisms of bivalve responses to heat stress is crucial in order to fully appreciate the impact of these events on these organisms. This review synthesizes the current knowledge on heat s",https://doi.org/10.3389/fmars.2023.1159261,"(priming OR conditioning OR ""transgenerational plasticity"" OR ""carryover effect"" OR ""developmental programming"" OR hardening OR acclimatization OR ""parental effect"" OR ""epigenetic memory"" OR preconditioning OR ""transgenerational immune priming"") AND (marine OR ocean OR estuarine OR oyster OR mussel OR clam OR scallop OR coral OR abalone OR ""sea urchin"" OR bivalve OR mollusc)"
